OBJECTID_1,FULLADDR,ADDRNUM,STREETNAME,STREETSUFF
41348,"33 S BOULDER CIR, UNIT 105",33,BOULDER,RD
41349,"33 S BOULDER CIR, UNIT 106",33,BOULDER,RD
41554,2580 KELLER FARM DR,2580,KELLER FARM,DR
41555,2538 KELLER FARM DR,2538,KELLER FARM,DR
41556,2466 KELLER FARM DR,2466,KELLER FARM,DR
41557,2372 KELLER FARM DR,2372,KELLER FARM,DR
41563,1360 GILLASPIE DR,1360,GILLASPIE,DR
41605,1730 CONESTOGA ST,1730,CONESTOGA,ST
41606,1750 CONESTOGA ST,1750,CONESTOGA,ST
41609,5815 ARAPAHOE AVE,5815,ARAPAHOE,AVE
41610,1639 9TH ST,1639,9TH,ST
41611,1641 9TH ST,1641,9TH,ST
41612,1645 9TH ST,1645,9TH,ST
41613,1647 9TH ST,1647,9TH,ST
41630,"3671 PINEDALE ST, UNIT B",3671,PINEDALE,ST
41631,"3671 PINEDALE ST, UNIT C",3671,PINEDALE,ST
41632,"3671 PINEDALE ST, UNIT D",3671,PINEDALE,ST
41633,"3671 PINEDALE ST, UNIT E",3671,PINEDALE,ST
41634,"3671 PINEDALE ST, UNIT F",3671,PINEDALE,ST
41635,"3671 PINEDALE ST, UNIT G",3671,PINEDALE,ST
41636,"3671 PINEDALE ST, UNIT H",3671,PINEDALE,ST
41637,3206 OURAY ST,3206,OURAY,ST
41646,832 GAPTER RD,832,GAPTER,RD
41682,6409 63RD ST,6409,63RD,ST
41685,5475 S BOULDER RD,5475,BOULDER,RD
41704,249 SPRUCE ST,249,SPRUCE,ST
41731,2280 KNOLLWOOD DR,2280,KNOLLWOOD,DR
41751,1205 SUMAC AVE,1205,SUMAC,AVE
41762,1595 UPLAND AVE,1595,UPLAND,AVE
41763,1605 UPLAND AVE,1605,UPLAND,AVE
41793,MM39.5 US HWY 36,MM39.5, , 
41794,MM39.3 US HWY 36,MM39.3, , 
41795,MM39.4 US HWY 36,MM39.4, , 
41796,MM39.6 US HWY 36,MM39.6, , 
41797,MM39.7 US HWY 36,MM39.7, , 
41808,"420 PEARL ST, UNIT D",420,PEARL,ST
41812,2950 CARNEGIE DR,2950,CARNEGIE,DR
41847,2717 NORTHBROOK PL,2717,NORTHBROOK,PL
41848,2725 NORTHBROOK PL,2725,NORTHBROOK,PL
41849,2727 NORTHBROOK PL,2727,NORTHBROOK,PL
41853,2735 NORTHBROOK PL,2735,NORTHBROOK,PL
41854,2715 NORTHBROOK PL,2715,NORTHBROOK,PL
41856,"40 SOUTH BOULDER CIR, UNIT 4013",40,SOUTH BOULDER,CIR
41857,"40 SOUTH BOULDER CIR, UNIT 4023",40,SOUTH BOULDER,CIR
41858,"40 SOUTH BOULDER CIR, UNIT 4033",40,SOUTH BOULDER,CIR
41859,"40 SOUTH BOULDER CIR, UNIT 4014",40,SOUTH BOULDER,CIR
41860,"40 SOUTH BOULDER CIR, UNIT 4024",40,SOUTH BOULDER,CIR
41861,"40 SOUTH BOULDER CIR, UNIT 4034",40,SOUTH BOULDER,CIR
41868,3625 ROUNDTREE CT,3625,ROUNDTREE,CT
41871,"5377 MANHATTAN CIR, UNIT 5",5377,MANHATTAN,CIR
41872,"5377 MANHATTAN CIR, UNIT 6",5377,MANHATTAN,CIR
41873,5377 MANHATTAN CIR UNIT 7,5377,MANHATTAN,CIR
41874,5377 MANHATTAN CIR UNIT 3B,5377,MANHATTAN,CIR
41875,"5377 MANHATTAN CIR, UNIT 2A",5377,MANHATTAN,CIR
41876,"5377 MANHATTAN CIR, UNIT 4B",5377,MANHATTAN,CIR
41877,"5377 MANHATTAN CIR, UNIT 3A",5377,MANHATTAN,CIR
41878,"5377 MANHATTAN CIR, UNIT 2B",5377,MANHATTAN,CIR
41880,1234 REDWOOD AVE,1234,REDWOOD,AVE
41910,3276 SENTINEL DR,3276,SENTINEL,DR
41911,4874 HOPKINS PL,4874,HOPKINS,PL
41912,3282 SENTINEL DR,3282,SENTINEL,DR
41913,3278 SENTINEL DR,3278,SENTINEL,DR
41915,3234 NOBLE CT,3234,NOBLE,CT
41916,3280 SENTINEL DR,3280,SENTINEL,DR
41917,"5000 BUTTE ST, UNIT 61",5000,BUTTE,ST
41918,3290 SENTINEL DR,3290,SENTINEL,DR
41919,3286 SENTINEL DR,3286,SENTINEL,DR
41920,3284 SENTINEL DR,3284,SENTINEL,DR
41921,3288 SENTINEL DR,3288,SENTINEL,DR
41922,4859 KINGS RIDGE BLVD,4859,KINGS RIDGE,BLVD
41923,4869 KINGS RIDGE BLVD,4869,KINGS RIDGE,BLVD
41935,1286 TEAL CT,1286,TEAL,CT
41944,5100 N 51ST ST, , , 
41945,3052 E STERLING CIR,3052,STERLING,CIR
41946,3012 E STERLING CIR,3012,STERLING,CIR
41953,3050 STERLING CIR W,3050,STERLING,CIR
41957,586 UCB, , , 
41962,"3685 PASEO DEL PRADO, UNIT 4",3685,PASEO DEL PRADO, 
41963,"3701 PASEO DEL PRADO, UNIT 4",3701,PASEO DEL PRADO, 
41964,"3701 PASEO DEL PRADO, UNIT 3",3701,PASEO DEL PRADO, 
41965,"3689 PASEO DEL PRADO, UNIT 2",3689,PASEO DEL PRADO, 
42022,"33 S BOULDER CIR, UNIT 221",33,BOULDER,RD
42023,"33 S BOULDER CIR, UNIT 211",33,BOULDER,RD
42024,"33 S BOULDER CIR, UNIT 115",33,BOULDER,RD
42025,"33 S BOULDER CIR, UNIT 118",33,BOULDER,RD
42026,"33 S BOULDER CIR, UNIT 109",33,BOULDER,RD
42027,"33 S BOULDER CIR, UNIT 110",33,BOULDER,RD
42028,"33 S BOULDER CIR, UNIT 111",33,BOULDER,RD
42029,"33 S BOULDER CIR, UNIT 112",33,BOULDER,RD
42030,"33 S BOULDER CIR, UNIT 101",33,BOULDER,RD
42031,"33 S BOULDER CIR, UNIT 104",33,BOULDER,RD
42100,"33 S BOULDER CIR, UNIT 107",33,BOULDER,RD
42367,1960 VIOLET AVE,1960,VIOLET,AVE
42369,1064 GAPTER RD,1064,GAPTER,RD
42371,880 GAPTER RD,880,GAPTER,RD
42372,898 GAPTER RD,898,GAPTER,RD
42374,772 GAPTER RD,772,GAPTER,RD
42394,1642 5TH ST,1642,5TH,ST
42398,931 GAPTER RD,931,GAPTER,RD
42401,921 MARINE ST,921,MARINE,ST
42402,797 GAPTER RD,797,GAPTER,RD
42408,4306 19TH ST,4306,19TH,ST
42409,2010 UPLAND AVE,2010,UPLAND,AVE
42410,4573 SUNNYSIDE PL,4573,SUNNYSIDE,PL
42411,4603 SUNNYSIDE PL,4603,SUNNYSIDE,PL
42412,4579 SUNNYSIDE PL,4579,SUNNYSIDE,PL
42413,4585 SUNNYSIDE PL,4585,SUNNYSIDE,PL
42415,4591 SUNNYSIDE PL,4591,SUNNYSIDE,PL
42416,4597 SUNNYSIDE PL,4597,SUNNYSIDE,PL
42417,4609 SUNNYSIDE PL,4609,SUNNYSIDE,PL
42418,4615 SUNNYSIDE PL,4615,SUNNYSIDE,PL
42419,4621 SUNNYSIDE PL,4621,SUNNYSIDE,PL
42420,4627 SUNNYSIDE PL,4627,SUNNYSIDE,PL
42421,4633 SUNNYSIDE PL,4633,SUNNYSIDE,PL
42422,4205 LONETREE CT,4205,LONETREE,CT
42423,4199 LONETREE CT,4199,LONETREE,CT
42424,4193 LONETREE CT,4193,LONETREE,CT
42425,4187 LONETREE CT,4187,LONETREE,CT
42426,4175 LONETREE CT,4175,LONETREE,CT
42427,4169 LONETREE CT,4169,LONETREE,CT
42428,4163 LONETREE CT,4163,LONETREE,CT
42429,4157 LONETREE CT,4157,LONETREE,CT
42430,4151 LONETREE CT,4151,LONETREE,CT
42431,4145 LONETREE CT,4145,LONETREE,CT
42432,4139 LONETREE CT,4139,LONETREE,CT
42433,4133 LONETREE CT,4133,LONETREE,CT
42434,4127 LONETREE CT,4127,LONETREE,CT
42435,4121 LONETREE CT,4121,LONETREE,CT
42436,4115 LONETREE CT,4115,LONETREE,CT
42437,4113 LONETREE CT,4113,LONETREE,CT
42438,4186 LONETREE CT,4186,LONETREE,CT
42439,4176 LONETREE CT,4176,LONETREE,CT
42440,4166 LONETREE CT,4166,LONETREE,CT
42441,4156 LONETREE CT,4156,LONETREE,CT
42442,4146 LONETREE CT,4146,LONETREE,CT
42451,"626 MARINE ST, UNIT 5",626,MARINE,ST
42452,"626 MARINE ST, UNIT 6",626,MARINE,ST
42453,"626 MARINE ST, UNIT 4",626,MARINE,ST
42454,"624 MARINE ST, UNIT 1",624,MARINE,ST
42455,"624 MARINE ST, UNIT 2",624,MARINE,ST
42456,"624 MARINE ST, UNIT 3",624,MARINE,ST
42463,"6292 ARAPAHOE RD, UNIT 4",6292,ARAPAHOE,RD
42469,646 MARINE ST,646,MARINE,ST
42477,"5505 VALMONT RD, UNIT 18",5505,VALMONT,RD
42486,444 KALMIA AVE,444,KALMIA,AVE
42491,240 CIMMARON WAY,240,CIMMARON,WAY
42492,"5000 BUTTE ST, UNIT 291",5000,BUTTE,ST
42496,766 COTTAGE LN,766,COTTAGE,LN
42497,1727 6TH ST,1727,6TH,ST
42564,4572 MACARTHUR DR,4572,MACARTHUR,DR
42566,"3850 PASEO DEL PRADO, UNIT 27",3850,PASEO DEL PRADO, 
42571,0 SPRING VALLEY RD,0,SPRING VALLEY,RD
42591,886 55TH ST,886,55TH,ST
42622,4498 APPLEWOOD CT,4498,APPLEWOOD,CT
42624,"30 SOUTH BOULDER CIR, UNIT 3035",30,SOUTH BOULDER,CIR
42625,"30 SOUTH BOULDER CIR, UNIT 3016",30,SOUTH BOULDER,CIR
42626,"30 SOUTH BOULDER CIR, UNIT 3026",30,SOUTH BOULDER,CIR
42627,"30 SOUTH BOULDER CIR, UNIT 3036",30,SOUTH BOULDER,CIR
42628,"40 SOUTH BOULDER CIR, UNIT 4011",40,SOUTH BOULDER,CIR
42629,"40 SOUTH BOULDER CIR, UNIT 4021",40,SOUTH BOULDER,CIR
42630,"40 SOUTH BOULDER CIR, UNIT 4031",40,SOUTH BOULDER,CIR
42631,"40 SOUTH BOULDER CIR, UNIT 4012",40,SOUTH BOULDER,CIR
42662,4885 KINGS RIDGE BLVD,4885,KINGS RIDGE,BLVD
42663,4891 KINGS RIDGE BLVD,4891,KINGS RIDGE,BLVD
42664,4887 KINGS RIDGE BLVD,4887,KINGS RIDGE,BLVD
42665,4889 KINGS RIDGE BLVD,4889,KINGS RIDGE,BLVD
42666,4881 KINGS RIDGE BLVD,4881,KINGS RIDGE,BLVD
42667,3266 WRIGHT AVE,3266,WRIGHT,AVE
42668,"5000 BUTTE ST, UNIT 3",5000,BUTTE,ST
42669,"5000 BUTTE ST, UNIT 284",5000,BUTTE,ST
42670,5000 BUTTE ST,5000,BUTTE,ST
42671,"5000 BUTTE ST, UNIT 78",5000,BUTTE,ST
42672,"5000 BUTTE ST, UNIT 282",5000,BUTTE,ST
42673,"5000 BUTTE ST, UNIT 77",5000,BUTTE,ST
42674,"5000 BUTTE ST, UNIT 280",5000,BUTTE,ST
42675,"5000 BUTTE ST, UNIT 141",5000,BUTTE,ST
42676,"5000 BUTTE ST, UNIT 278",5000,BUTTE,ST
42677,"5000 BUTTE ST, UNIT 147",5000,BUTTE,ST
42678,"5000 BUTTE ST, UNIT 276",5000,BUTTE,ST
42679,"5000 BUTTE ST, UNIT 83",5000,BUTTE,ST
42680,"5000 BUTTE ST, UNIT 274",5000,BUTTE,ST
42681,"5000 BUTTE ST, UNIT 81",5000,BUTTE,ST
42682,"5000 BUTTE ST, UNIT 170",5000,BUTTE,ST
42683,"5000 BUTTE ST, UNIT 290",5000,BUTTE,ST
42684,"5000 BUTTE ST, UNIT 169",5000,BUTTE,ST
42686,"5000 BUTTE ST, UNIT 216",5000,BUTTE,ST
42690,3012 PALO PKWY,3012,PALO,PKWY
42691,3024 PALO PKWY,3024,PALO,PKWY
42692,3036 PALO PKWY,3036,PALO,PKWY
42693,"3683 PINEDALE ST, UNIT B",3683,PINEDALE,ST
42694,"3671 PINEDALE ST, UNIT A",3671,PINEDALE,ST
42695,3092 BIG HORN ST,3092,BIG HORN,ST
42701,"3656 PINEDALE ST, UNIT B",3656,PINEDALE,ST
42702,"3652 PINEDALE ST, UNIT D",3652,PINEDALE,ST
42703,3692 PINEDALE ST,3692,PINEDALE,ST
42704,3694 PINEDALE ST,3694,PINEDALE,ST
42705,3696 PINEDALE ST,3696,PINEDALE,ST
42706,"902 PEARL ST, UNIT 2A",902,PEARL,ST
42709,"937 ROXWOOD LN, UNIT B",937,ROXWOOD,LN
42710,"937 ROXWOOD LN, UNIT C",937,ROXWOOD,LN
42711,"937 ROXWOOD LN, UNIT A",937,ROXWOOD,LN
42712,1091 SYCAMORE AVE,1091,SYCAMORE,AVE
42714,5973 DIMMIT DR,5973,DIMMIT,DR
42715,4215 N BROADWAY, , , 
42717,ARAPAHOE AVE & SH 157, , , 
42721,959 ARAPAHOE AVE,959,ARAPAHOE,AVE
42730,2712 WINDING TRAIL, , , 
42736,3033 STERLING CIR E,3033,STERLING CIR,E
42737,3122 STERLING CIR E,3122,STERLING,CIR
42762,120 N 55TH,120,55TH,ST
42773,3818 N 26TH ST,3818,26TH,ST
42780,"1898 S FLATIRON CT, UNIT 110",1898,FLATIRON,CT
42889,"2445 JUNCTION PL, UNIT 101",2445,JUNCTION,PL
42890,"2445 JUNCTION PL, UNIT 102",2445,JUNCTION,PL
42891,"2445 JUNCTION PL, UNIT 103",2445,JUNCTION,PL
43142,954 GAPTER RD,954,GAPTER,RD
43143,932 GAPTER RD,932,GAPTER,RD
43152,751 GAPTER RD,751,GAPTER,RD
43166,"3686 SILVERTON ST, UNIT A",3686,SILVERTON,ST
43167,"3686 SILVERTON ST, UNIT B",3686,SILVERTON,ST
43168,"3686 SILVERTON ST, UNIT D",3686,SILVERTON,ST
43169,"3686 SILVERTON ST, UNIT E",3686,SILVERTON,ST
43170,"3686 SILVERTON ST, UNIT F",3686,SILVERTON,ST
43171,"3686 SILVERTON ST, UNIT G",3686,SILVERTON,ST
43172,"3686 SILVERTON ST, UNIT H",3686,SILVERTON,ST
43173,"3674 SILVERTON ST, UNIT A",3674,SILVERTON,ST
43174,"3674 SILVERTON ST, UNIT B",3674,SILVERTON,ST
43175,"3674 SILVERTON ST, UNIT C",3674,SILVERTON,ST
43176,"3674 SILVERTON ST, UNIT D",3674,SILVERTON,ST
43177,"3674 SILVERTON ST, UNIT E",3674,SILVERTON,ST
43178,"3674 SILVERTON ST, UNIT F",3674,SILVERTON,ST
43179,"3674 SILVERTON ST, UNIT G",3674,SILVERTON,ST
43180,"3674 SILVERTON ST, UNIT H",3674,SILVERTON,ST
43384,"5485 CONESTOGA CT, UNIT 250",5485,CONESTOGA,CT
43412,"40 SOUTH BOULDER CIR, UNIT 4022",40,SOUTH BOULDER,CIR
43413,"40 SOUTH BOULDER CIR, UNIT 4032",40,SOUTH BOULDER,CIR
43414,"30 SOUTH BOULDER CIR, UNIT 3011",30,SOUTH BOULDER,CIR
43415,"30 SOUTH BOULDER CIR, UNIT 3021",30,SOUTH BOULDER,CIR
43416,"30 SOUTH BOULDER CIR, UNIT 3031",30,SOUTH BOULDER,CIR
43417,"30 SOUTH BOULDER CIR, UNIT 3012",30,SOUTH BOULDER,CIR
43418,"30 SOUTH BOULDER CIR, UNIT 3022",30,SOUTH BOULDER,CIR
43419,"30 SOUTH BOULDER CIR, UNIT 3032",30,SOUTH BOULDER,CIR
43423,"30 SOUTH BOULDER CIR, UNIT 3017",30,SOUTH BOULDER,CIR
43424,"30 SOUTH BOULDER CIR, UNIT 3027",30,SOUTH BOULDER,CIR
43425,"30 SOUTH BOULDER CIR, UNIT 3037",30,SOUTH BOULDER,CIR
43426,"30 SOUTH BOULDER CIR, UNIT 3018",30,SOUTH BOULDER,CIR
43427,"30 SOUTH BOULDER CIR, UNIT 3028",30,SOUTH BOULDER,CIR
43428,"30 SOUTH BOULDER CIR, UNIT 3038",30,SOUTH BOULDER,CIR
43437,5534 PIONEER RD,5534,PIONEER,RD
43438,5779 S ORCHARD CREEK CIR,5779,ORCHARD CREEK,CIR
43439,"60 SOUTH BOULDER CIR, UNIT 6013",60,SOUTH BOULDER,CIR
43440,"60 SOUTH BOULDER CIR, UNIT 6023",60,SOUTH BOULDER,CIR
43441,"60 SOUTH BOULDER CIR, UNIT 6033",60,SOUTH BOULDER,CIR
43442,"50 SOUTH BOULDER CIR, UNIT 5017",50,SOUTH BOULDER,CIR
43443,"50 SOUTH BOULDER CIR, UNIT 5027",50,SOUTH BOULDER,CIR
43444,"50 SOUTH BOULDER CIR, UNIT 5037",50,SOUTH BOULDER,CIR
43445,"50 SOUTH BOULDER CIR, UNIT 5033",50,SOUTH BOULDER,CIR
43446,"50 SOUTH BOULDER CIR, UNIT 5014",50,SOUTH BOULDER,CIR
43447,"50 SOUTH BOULDER CIR, UNIT 5024",50,SOUTH BOULDER,CIR
43448,"50 SOUTH BOULDER CIR, UNIT 5034",50,SOUTH BOULDER,CIR
43449,"50 SOUTH BOULDER CIR, UNIT 5018",50,SOUTH BOULDER,CIR
43459,3000 PEARL PKWY,3000,PEARL,PKWY
43527,4097 N 26TH ST, , , 
43536,3102 E STERLING CIR,3102,STERLING,CIR
43559,"1840 COMMERCE ST, UNIT E",1840,COMMERCE,ST
43619,"2445 JUNCTION PL, UNIT 104",2445,JUNCTION,PL
43620,"2445 JUNCTION PL, UNIT 201",2445,JUNCTION,PL
43621,"2445 JUNCTION PL, UNIT 202",2445,JUNCTION,PL
43622,"2445 JUNCTION PL, UNIT 203",2445,JUNCTION,PL
43623,"2445 JUNCTION PL, UNIT 204",2445,JUNCTION,PL
43624,"2445 JUNCTION PL, UNIT 205",2445,JUNCTION,PL
43625,"2445 JUNCTION PL, UNIT 206",2445,JUNCTION,PL
43626,"2445 JUNCTION PL, UNIT 207",2445,JUNCTION,PL
43627,"2445 JUNCTION PL, UNIT 301",2445,JUNCTION,PL
43628,"2445 JUNCTION PL, UNIT 302",2445,JUNCTION,PL
43629,"2445 JUNCTION PL, UNIT 303",2445,JUNCTION,PL
43634,"2445 JUNCTION PL, UNIT 304",2445,JUNCTION,PL
43635,"2445 JUNCTION PL, UNIT 305",2445,JUNCTION,PL
43690,"3060 PEARL PKWY, UNIT 218",3060,PEARL,PKWY
43691,"3060 PEARL PKWY, UNIT 418",3060,PEARL,PKWY
43692,"3060 PEARL PKWY, UNIT 316",3060,PEARL,PKWY
43693,"3060 PEARL PKWY, UNIT 210",3060,PEARL,PKWY
43694,"3060 PEARL PKWY, UNIT 310",3060,PEARL,PKWY
43695,"3060 PEARL PKWY, UNIT 206",3060,PEARL,PKWY
43698,"5370 MANHATTAN CIR, UNIT 104",5370,MANHATTAN,CIR
43703,3686 N 26TH ST,2686,26TH,ST
43705,3063 STERLING CIR E,3063,STERLING,CIR
43706,3012 STERLING CIR E,3012,STERLING,CIR
43905,3237 CARBON PL,3237,CARBON,PL
43906,3204 FOUNDRY PL,3204,FOUNDRY,PL
43907,3212 FOUNDRY PL,3212,FOUNDRY,PL
43908,3220 FOUNDRY PL,3220,FOUNDRY,PL
43909,3236 FOUNDRY PL,3236,FOUNDRY,PL
43959,5050 PEARL ST,5050,PEARL,ST
43960,5064 PEARL ST,5064,PEARL,ST
43961,311 MAPLETON AVE,311,MAPLETON,AVE
43964,2460 30TH ST,2460,30TH,ST
43967,680 55TH ST,680,55TH,ST
43968,640 55TH ST,640,55TH,ST
43969,650 55TH ST,650,55TH,ST
43970,660 55TH ST,660,55TH,ST
43973,6180 N 63RD ST,6180,63RD,ST
43982,1938 VIOLET AVE,1938,VIOLET,AVE
43988,1084 GAPTER RD,1084,GAPTER,RD
44040,430 QUAIL CIR,430,QUAIL,CIR
44041,550 QUAIL CIR,550,QUAIL,CIR
44103,2280 MEADOW AVE,2280,MEADOW,AVE
44104,"777 POPLAR AVE, UNIT 777",777,POPLAR,AVE
44107,"1634 7TH ST, UNIT 1",1634,7TH,ST
44108,"1634 7TH ST, UNIT 2",1634,7TH,ST
44109,"1634 7TH ST, UNIT 3",1634,7TH,ST
44150,2090 UPLAND AVE,2090,UPLAND,AVE
44151,2093 TAMARACK AVE,2093,TAMARACK,AVE
44170,6440 N 63RD ST,6440,63RD,ST
44171,"30 SOUTH BOULDER CIR, UNIT 3034",30,SOUTH BOULDER,CIR
44172,"30 SOUTH BOULDER CIR, UNIT 3024",30,SOUTH BOULDER,CIR
44173,"30 SOUTH BOULDER CIR, UNIT 3014",30,SOUTH BOULDER,CIR
44174,"30 SOUTH BOULDER CIR, UNIT 3033",30,SOUTH BOULDER,CIR
44175,"30 SOUTH BOULDER CIR, UNIT 3023",30,SOUTH BOULDER,CIR
44176,"50 SOUTH BOULDER CIR, UNIT 5028",50,SOUTH BOULDER,CIR
44177,"50 SOUTH BOULDER CIR, UNIT 5038",50,SOUTH BOULDER,CIR
44178,"60 SOUTH BOULDER CIR, UNIT 6014",60,SOUTH BOULDER,CIR
44179,"60 SOUTH BOULDER CIR, UNIT 6024",60,SOUTH BOULDER,CIR
44180,"60 SOUTH BOULDER CIR, UNIT 6034",60,SOUTH BOULDER,CIR
44181,"60 SOUTH BOULDER CIR, UNIT 6028",60,SOUTH BOULDER,CIR
44182,"60 SOUTH BOULDER CIR, UNIT 6038",60,SOUTH BOULDER,CIR
44183,"70 SOUTH BOULDER CIR, UNIT 7024",70,SOUTH BOULDER,CIR
44202,4620 MACARTHUR LN,4620,MACARTHUR,LN
44205,4630 MACARTHUR LN,4630,MACARTHUR,LN
44206,4622 MACARTHUR LN,4622,MACARTHUR,LN
44209,4626 MACARTHUR LN,4626,MACARTHUR,LN
44210,4640 MACARTHUR LN,4640,MACARTHUR,LN
44211,4644 MACARTHUR LN,4644,MACARTHUR,LN
44212,4648 MACARTHUR LN,4648,MACARTHUR,LN
44213,4660 MACARTHUR LN,4660,MACARTHUR,LN
44263,3688 PINEDALE ST,3688,PINEDALE,ST
44264,3690 PINEDALE ST,3690,PINEDALE,ST
44265,3686 PINEDALE ST,3686,PINEDALE,ST
44266,3684 PINEDALE ST,3684,PINEDALE,ST
44267,3682 PINEDALE ST,3682,PINEDALE,ST
44268,3676 PINEDALE ST,3676,PINEDALE,ST
44270,3666 PINEDALE ST,3666,PINEDALE,ST
44271,3674 PINEDALE ST,3674,PINEDALE,ST
44272,3678 PINEDALE ST,3678,PINEDALE,ST
44273,3672 PINEDALE ST,3672,PINEDALE,ST
44274,3668 PINEDALE ST,3668,PINEDALE,ST
44317,3050 W STERLING CIR,3050,STERLING,CIR
44319,74 N 55TH ST,74,55TH,ST
44326,"900 PEARL ST, UNIT 4",900,PEARL,ST
44369,"3657 PASEO DEL PRADO, UNIT 5",3657,PASEO DEL PRADO, 
44370,"3657 PASEO DEL PRADO, UNIT 6",3657,PASEO DEL PRADO, 
44371,"3657 PASEO DEL PRADO, UNIT 1",3657,PASEO DEL PRADO, 
44372,"3657 PASEO DEL PRADO, UNIT 4",3657,PASEO DEL PRADO, 
44373,"3653 PASEO DEL PRADO, UNIT 3",3653,PASEO DEL PRADO, 
44374,"3685 PASEO DEL PRADO, UNIT 2",3685,PASEO DEL PRADO, 
44375,"3665 PASEO DEL PRADO, UNIT 1",3665,PASEO DEL PRADO, 
44376,"3665 PASEO DEL PRADO, UNIT 3",3665,PASEO DEL PRADO, 
44377,"3701 PASEO DEL PRADO, UNIT 5",3701,PASEO DEL PRADO, 
44378,"3683 PASEO DEL PRADO, UNIT 1",3683,PASEO DEL PRADO, 
44379,"3689 PASEO DEL PRADO, UNIT 3",3689,PASEO DEL PRADO, 
44449,3030 W STERLING CIR,3030,STERLING,CIR
44450,3052 STERLING CIR E,3052,STERLING,CIR
44451,3852 N 26TH ST,3852,26TH,ST
44453,3022 STERLING CIR E,3022,STERLING,CIR
44456,6400 ARAPAHOE AVE,6400,ARAPAHOE,AVE
44458,"1900 55TH ST, UNIT 101A",1900,55TH,ST
44726,1649 9TH ST,1649,9TH,ST
44728,1235 SUMAC AVE,1235,SUMAC,AVE
44738,5330 MANHATTAN CIR,5330,MANHATTAN,CIR
44753,3695 26TH ST,3695,26TH,ST
44759,2126 KNOLLWOOD DR,2126,KNOLLWOOD,DR
44768,5684 VALMONT RD,5684,VALMONT,RD
44775,5765 ARAPAHOE AVE,5765,ARAPAHOE,AVE
44779,630 STREAMSIDE LN,630,STREAMSIDE,LN
44780,640 STREAMSIDE LN,640,STREAMSIDE,LN
44781,4822 STERLING DR,4822,STERLING,DR
44783,5775 ARAPAHOE AVE,5775,ARAPAHOE,AVE
44810,5405 CENTENNIAL TRL,5405,CENTENNIAL,TRL
44837,4770 FRANKLIN DR,4770,FRANKLIN,DR
44838,4752 FRANKLIN DR,4752,FRANKLIN,DR
44839,4750 FRANKLIN DR,4750,FRANKLIN,DR
44856,5201 E EUCLID AVE,5201,EUCLID,AVE
44858,1005 ROXWOOD LN,1005,ROXWOOD,LN
44866,"1098 FAIRWAY CT, UNIT A",1098,FAIRWAY,CT
44870,5880 BASELINE RD,5880,BASELINE,RD
44877,225 WILLOW GLEN CT,225,WILLOW GLEN, 
44906,5652 AURORA PL,5652,AURORA,PL
44926,"70 SOUTH BOULDER CIR, UNIT 7034",70,SOUTH BOULDER,CIR
44927,"30 SOUTH BOULDER CIR, UNIT 3013",30,SOUTH BOULDER,CIR
44928,5691 S BOULDER RD,5691,BOULDER,RD
44936,"60 SOUTH BOULDER CIR, UNIT 6036",60,SOUTH BOULDER,CIR
44937,"60 SOUTH BOULDER CIR, UNIT 6017",60,SOUTH BOULDER,CIR
44938,"60 SOUTH BOULDER CIR, UNIT 6027",60,SOUTH BOULDER,CIR
44939,"60 SOUTH BOULDER CIR, UNIT 6037",60,SOUTH BOULDER,CIR
44940,"60 SOUTH BOULDER CIR, UNIT 6018",60,SOUTH BOULDER,CIR
44941,"70 SOUTH BOULDER CIR, UNIT 7013",70,SOUTH BOULDER,CIR
44942,"70 SOUTH BOULDER CIR, UNIT 7023",70,SOUTH BOULDER,CIR
44945,"70 SOUTH BOULDER CIR, UNIT 7033",70,SOUTH BOULDER,CIR
44946,"70 SOUTH BOULDER CIR, UNIT 7014",70,SOUTH BOULDER,CIR
44947,"50 SOUTH BOULDER CIR, UNIT 5036",50,SOUTH BOULDER,CIR
44948,"60 SOUTH BOULDER CIR, UNIT 6032",60,SOUTH BOULDER,CIR
44966,"3100 CARBON PL, UNIT 100",3100,CARBON,PL
44970,3285 FOUNDRY PL,3285,FOUNDRY,PL
44971,3243 FOUNDRY PL,3243,FOUNDRY,PL
44972,3664 PINEDALE ST,3664,PINEDALE,ST
44973,3670 PINEDALE ST,3670,PINEDALE,ST
44974,"3648 PINEDALE ST, UNIT F",3648,PINEDALE,ST
44975,"3650 PINEDALE ST, UNIT E",3650,PINEDALE,ST
44976,"3654 PINEDALE ST, UNIT C",3654,PINEDALE,ST
44977,"3658 PINEDALE ST, UNIT A",3658,PINEDALE,ST
44978,"3644 PINEDALE ST, UNIT H",3644,PINEDALE,ST
44979,"3646 PINEDALE ST, UNIT G",3646,PINEDALE,ST
44980,3703 SILVERTON ST,3703,SILVERTON,ST
44982,3731 SILVERTON ST,3731,SILVERTON,ST
44988,3730 STAR LN,3730,STAR,LN
44989,3195 BIG HORN ST,3195,BIG HORN,ST
44990,3702 STAR LN,3702,STAR,LN
44991,3236 OURAY ST,3236,OURAY,ST
44992,3759 CEDARLODGE ST,3759,CEDARLODGE,ST
44993,3238 OURAY ST,3238,OURAY,ST
44994,3757 CEDARLODGE ST,3757,CEDARLODGE,ST
44995,3745 CEDARLODGE ST,3745,CEDARLODGE,ST
44996,3749 CEDARLODGE ST,3749,CEDARLODGE,ST
44997,3743 CEDARLODGE ST,3743,CEDARLODGE,ST
